State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Uttar Pradesh,56.72,Royal Enfield,Himalayan,351675,2021,761,Electric,69.28,First,2021,Not Available,Individual,261916.65,Metro
Madhya Pradesh,14.51,Kawasaki,Ninja 400,100108,2019,401,Petrol,50.61,First,2019,Expired,Dealer,54039.38,Metro
Punjab,59.97,Royal Enfield,Interceptor 650,88875,2021,129,Electric,78.24,Third,2021,Active,Dealer,52290.54,Tier 2
Karnataka,16.56,Hero,Splendor Plus,379162,2023,569,Petrol,27.65,Second,2023,Expired,Dealer,206753.86,Tier 1
Delhi,79.55,Honda,Unicorn,246998,2019,600,Hybrid,69.71,First,2019,Expired,Dealer,162166.01,Tier 3
Gujarat,21.21,KTM,RC 390,274683,2019,860,Hybrid,96.01,Third,2020,Active,Individual,204366.51,Tier 3
Gujarat,32.85,Honda,Dio,68213,2023,449,Petrol,40.83,Third,2023,Not Available,Dealer,36231.5,Tier 1
West Bengal,41.64,Royal Enfield,Classic 350,224234,2023,705,Hybrid,91.48,Third,2023,Not Available,Dealer,148952.18,Metro
West Bengal,47.44,Royal Enfield,Hunter 350,225506,2024,210,Electric,74.55,Second,2024,Expired,Individual,122255.24,Metro
Rajasthan,79.9,KTM,250 Duke,395253,2022,115,Hybrid,68.6,First,2022,Active,Dealer,176952.87,Tier 3
Maharashtra,50.99,Royal Enfield,Interceptor 650,147053,2020,973,Electric,75.32,Third,2023,Active,Dealer,78770.13,Metro
Tamil Nadu,75.37,Royal Enfield,Hunter 350,390044,2020,810,Petrol,38.22,Second,2021,Expired,Dealer,205021.91,Metro
Gujarat,27.86,TVS,NTorq 125,59689,2017,508,Hybrid,95.41,First,2017,Expired,Dealer,39986.12,Tier 1
Punjab,19.1,Royal Enfield,Hunter 350,73278,2020,340,Hybrid,60.71,Third,2022,Active,Dealer,42351.03,Tier 2
Tamil Nadu,28.28,Bajaj,Platina 110,206778,2018,600,Petrol,54.86,Third,2024,Not Available,Dealer,108698.6,Tier 1
Delhi,58.05,Hero,Glamour,63775,2018,505,Electric,94.53,Second,2024,Active,Individual,26801.24,Tier 2
Tamil Nadu,22.39,Royal Enfield,Himalayan,247453,2017,589,Hybrid,64.4,First,2017,Active,Individual,144653.04,Tier 2
Maharashtra,75.43,Yamaha,Fascino 125,137307,2019,744,Electric,81.66,Third,2021,Active,Dealer,83586.62,Tier 1
Tamil Nadu,48.45,Royal Enfield,Himalayan,60077,2019,188,Hybrid,75.98,Third,2022,Active,Individual,28839.44,Tier 2
Tamil Nadu,22.2,Hero,Glamour,122872,2022,220,Electric,98.67,First,2022,Active,Dealer,70268.52,Metro
Tamil Nadu,62.65,Royal Enfield,Hunter 350,128235,2021,741,Electric,63.26,Second,2021,Active,Dealer,66512.03,Tier 3
Punjab,58.63,Royal Enfield,Himalayan,366935,2023,571,Petrol,26.51,Second,2023,Not Available,Dealer,188181.72,Metro
Delhi,22.38,Hero,Glamour,313496,2020,136,Hybrid,61.94,Second,2020,Not Available,Individual,176070.93,Tier 3
Madhya Pradesh,31.95,Hero,Glamour,76270,2022,991,Electric,95.3,Third,2023,Not Available,Dealer,35973.48,Metro
Rajasthan,12.38,Hero,Xtreme 160R,215325,2021,991,Petrol,31.08,Second,2022,Not Available,Individual,133868.6,Tier 2
Maharashtra,15.45,Bajaj,Avenger 220,225794,2016,668,Electric,61.95,First,2016,Expired,Individual,110698.69,Metro
Karnataka,17.2,Kawasaki,Z650,213790,2020,169,Hybrid,80.56,Second,2023,Expired,Dealer,111725.27,Metro
Delhi,66.13,Bajaj,Platina 110,216414,2015,678,Electric,94.42,Third,2017,Not Available,Individual,98086.0,Tier 1
Madhya Pradesh,68.26,Yamaha,MT-15,126321,2023,305,Hybrid,90.29,Second,2023,Active,Individual,81343.0,Tier 2
Tamil Nadu,36.4,Yamaha,FZ V3,177618,2015,841,Electric,81.66,First,2015,Expired,Individual,101324.45,Metro
Rajasthan,78.34,Kawasaki,Z650,270013,2017,526,Electric,75.72,First,2017,Expired,Dealer,197594.9,Tier 2
Uttar Pradesh,48.74,KTM,Duke 200,66595,2023,808,Electric,95.2,Third,2024,Active,Dealer,50018.27,Tier 1
Punjab,45.1,Kawasaki,Vulcan S,393154,2020,568,Petrol,36.22,Third,2024,Expired,Dealer,292425.77,Tier 2
Punjab,78.3,Royal Enfield,Himalayan,153894,2024,388,Hybrid,79.06,First,2024,Not Available,Individual,68260.33,Tier 2
Madhya Pradesh,31.24,Yamaha,R15 V4,241252,2020,789,Electric,78.92,Second,2023,Expired,Dealer,163819.74,Tier 1
Rajasthan,39.99,TVS,Apache RTR 160,321528,2015,896,Petrol,54.49,Second,2019,Not Available,Individual,188841.28,Tier 2
Tamil Nadu,50.45,Hero,Glamour,77284,2019,862,Hybrid,98.54,First,2019,Expired,Dealer,61522.08,Tier 2
Tamil Nadu,15.21,KTM,250 Duke,81860,2018,692,Petrol,30.44,First,2018,Expired,Dealer,44721.45,Metro
Uttar Pradesh,76.86,TVS,Ronin,110073,2016,131,Electric,64.33,First,2016,Not Available,Individual,47622.54,Tier 1
Karnataka,15.11,Yamaha,Ray ZR,284754,2023,853,Electric,67.26,Third,2024,Expired,Dealer,181829.44,Metro
Punjab,23.62,Bajaj,Pulsar 150,391632,2020,752,Hybrid,80.28,Third,2020,Not Available,Individual,311437.07,Tier 1
Uttar Pradesh,77.99,TVS,Apache RTR 160,227065,2016,580,Petrol,30.79,Third,2024,Active,Dealer,151705.94,Tier 1
Maharashtra,45.25,Yamaha,MT-15,219097,2015,243,Petrol,47.84,First,2015,Expired,Individual,155701.28,Tier 2
Karnataka,38.89,Hero,Splendor Plus,371758,2019,815,Hybrid,65.03,Third,2019,Expired,Individual,295308.61,Tier 3
Madhya Pradesh,53.99,KTM,250 Duke,296698,2019,662,Petrol,33.27,Third,2023,Not Available,Dealer,215187.12,Tier 2
Rajasthan,45.51,KTM,Duke 200,262590,2019,107,Petrol,48.32,First,2019,Not Available,Dealer,116973.73,Metro
Karnataka,17.21,Yamaha,Fascino 125,150373,2015,592,Hybrid,72.37,First,2015,Not Available,Individual,113475.91,Tier 3
Delhi,24.22,Hero,Passion Pro,394722,2016,901,Hybrid,68.55,Third,2018,Expired,Dealer,309824.51,Tier 2
Tamil Nadu,5.44,Honda,Activa,245736,2021,117,Hybrid,67.65,Second,2022,Active,Individual,175411.26,Metro
Delhi,65.49,Royal Enfield,Hunter 350,342774,2018,489,Petrol,43.83,Second,2024,Active,Individual,200197.27,Tier 3
Punjab,38.56,TVS,Apache RTR 160,152301,2017,974,Petrol,59.82,Second,2024,Not Available,Individual,83409.07,Tier 3
Maharashtra,51.39,Bajaj,Pulsar 150,373064,2022,584,Petrol,42.22,Third,2024,Expired,Individual,267307.51,Metro
Maharashtra,34.86,Yamaha,MT-15,102267,2023,466,Petrol,32.14,Third,2024,Active,Individual,49510.03,Tier 3
West Bengal,77.85,KTM,390 Adventure,182936,2023,641,Petrol,53.49,Third,2024,Not Available,Dealer,78932.88,Metro
Karnataka,25.84,Hero,Splendor Plus,397125,2020,419,Hybrid,96.79,Third,2023,Expired,Individual,190208.73,Tier 2
Maharashtra,75.37,TVS,Ronin,257906,2018,558,Petrol,31.6,Third,2023,Expired,Individual,111465.87,Metro
Madhya Pradesh,31.3,Yamaha,FZ V3,284337,2019,616,Electric,86.11,First,2019,Expired,Dealer,213301.79,Tier 1
Uttar Pradesh,44.86,Yamaha,Fascino 125,398118,2018,600,Electric,85.72,Second,2019,Expired,Dealer,306197.21,Tier 2
Uttar Pradesh,62.01,Hero,Xtreme 160R,105559,2020,788,Hybrid,92.89,Second,2023,Not Available,Individual,83287.49,Tier 2
Madhya Pradesh,45.64,TVS,Apache RTR 160,383794,2022,485,Hybrid,89.07,First,2022,Not Available,Dealer,165262.96,Metro
Madhya Pradesh,19.77,Yamaha,R15 V4,307526,2020,973,Petrol,35.05,First,2020,Not Available,Dealer,230855.41,Tier 1
Gujarat,59.94,Honda,Shine,180159,2021,162,Electric,85.14,Second,2024,Expired,Dealer,133340.64,Tier 3
West Bengal,73.26,KTM,125 Duke,325905,2021,138,Petrol,44.9,First,2021,Not Available,Individual,169274.38,Tier 3
Tamil Nadu,24.49,Hero,Glamour,234922,2022,176,Petrol,27.55,Second,2024,Not Available,Dealer,100503.82,Tier 1
Tamil Nadu,68.94,Hero,Passion Pro,198991,2020,896,Petrol,40.72,Second,2023,Not Available,Individual,115717.79,Tier 3
Maharashtra,12.86,Kawasaki,Vulcan S,316117,2024,613,Petrol,53.97,Third,2024,Not Available,Dealer,192098.16,Tier 2
Madhya Pradesh,44.81,Royal Enfield,Meteor 350,89572,2024,908,Electric,94.13,Second,2024,Active,Dealer,68448.66,Metro
Punjab,21.56,Kawasaki,Ninja 400,342544,2023,629,Petrol,54.64,Third,2023,Active,Individual,184670.86,Tier 1
Rajasthan,79.47,Yamaha,Fascino 125,235310,2021,813,Hybrid,87.58,Second,2022,Expired,Individual,186700.59,Tier 2
Gujarat,13.62,Hero,Xtreme 160R,137787,2022,731,Petrol,44.1,Third,2023,Expired,Individual,109513.6,Tier 3
Punjab,7.1,Yamaha,Fascino 125,90877,2015,509,Hybrid,81.94,Third,2017,Not Available,Individual,52873.65,Metro
Delhi,10.78,KTM,250 Duke,216556,2017,405,Petrol,40.12,Second,2018,Expired,Dealer,135005.97,Metro
Rajasthan,17.27,Honda,Activa,112460,2019,775,Hybrid,64.34,Third,2020,Active,Dealer,64270.79,Metro
Karnataka,21.15,KTM,Duke 200,209554,2015,254,Hybrid,71.53,First,2015,Not Available,Dealer,144561.57,Tier 1
Uttar Pradesh,28.51,Bajaj,Pulsar 150,342794,2018,424,Electric,72.16,First,2018,Expired,Individual,165488.97,Tier 2
Maharashtra,49.59,Bajaj,CT 100,359641,2015,953,Petrol,35.94,Third,2021,Not Available,Dealer,176119.75,Tier 1
Rajasthan,64.64,Bajaj,Platina 110,292591,2024,625,Electric,73.34,Second,2024,Active,Dealer,130298.13,Tier 2
Uttar Pradesh,22.47,Kawasaki,Z650,187167,2022,774,Electric,74.55,Second,2024,Active,Individual,101135.57,Tier 1
Delhi,35.36,Bajaj,Avenger 220,250100,2019,246,Hybrid,64.79,First,2019,Expired,Dealer,183381.09,Tier 2
West Bengal,49.35,Kawasaki,Vulcan S,59188,2020,346,Petrol,27.38,Second,2021,Active,Individual,25108.09,Tier 3
West Bengal,61.88,Royal Enfield,Classic 350,313394,2018,790,Hybrid,83.21,Second,2018,Not Available,Dealer,149252.21,Tier 1
Madhya Pradesh,49.18,Yamaha,MT-15,165430,2023,918,Petrol,41.69,Third,2024,Active,Dealer,125664.5,Tier 1
Madhya Pradesh,24.11,Royal Enfield,Meteor 350,197458,2020,697,Hybrid,85.76,Third,2022,Active,Individual,113700.29,Tier 2
Punjab,11.48,KTM,125 Duke,295110,2019,344,Hybrid,88.74,Third,2019,Not Available,Individual,198024.61,Metro
Gujarat,18.48,Royal Enfield,Interceptor 650,54449,2021,203,Hybrid,80.63,Third,2021,Active,Individual,23782.7,Metro
Punjab,26.81,Yamaha,R15 V4,327249,2022,408,Electric,70.5,First,2022,Active,Dealer,134081.48,Tier 2
Gujarat,59.63,Bajaj,Pulsar 150,188591,2022,806,Electric,73.52,First,2022,Not Available,Individual,107083.73,Metro
Maharashtra,20.89,Kawasaki,Z650,124405,2024,265,Hybrid,74.82,Third,2024,Not Available,Dealer,78764.25,Tier 2
Uttar Pradesh,52.81,Hero,Xtreme 160R,170406,2022,809,Hybrid,64.19,Second,2023,Active,Individual,88432.05,Tier 1
Maharashtra,53.42,Kawasaki,Vulcan S,112633,2023,766,Hybrid,63.81,Third,2023,Active,Dealer,57409.05,Tier 3
Rajasthan,76.24,Bajaj,Avenger 220,217964,2023,599,Electric,73.32,Third,2023,Expired,Dealer,174078.64,Metro
Punjab,24.2,Honda,Activa,112406,2017,283,Petrol,39.19,Third,2022,Not Available,Individual,71753.59,Tier 1
Punjab,20.03,Royal Enfield,Interceptor 650,378483,2023,102,Hybrid,67.07,Second,2023,Not Available,Dealer,284595.32,Tier 3
Rajasthan,8.82,Kawasaki,Ninja 300,57447,2017,884,Hybrid,84.55,Second,2024,Not Available,Individual,27689.19,Tier 2
Gujarat,48.38,KTM,250 Duke,84505,2019,280,Electric,73.75,Third,2019,Not Available,Individual,56595.99,Tier 2
West Bengal,7.44,TVS,Sport,73899,2015,664,Hybrid,61.63,Third,2016,Expired,Individual,43468.39,Tier 3
Gujarat,15.96,Hero,Passion Pro,268913,2022,602,Hybrid,85.39,Third,2022,Not Available,Individual,171870.04,Metro
Karnataka,52.93,Honda,Activa,188838,2023,194,Hybrid,78.83,Third,2023,Active,Dealer,106336.33,Tier 1
Tamil Nadu,46.43,KTM,125 Duke,169646,2017,831,Petrol,49.33,Second,2024,Not Available,Dealer,107066.35,Metro
Gujarat,13.79,Yamaha,MT-15,316395,2020,542,Electric,98.41,Third,2021,Active,Individual,143080.03,Tier 3
Maharashtra,56.89,Yamaha,FZ V3,213563,2022,203,Electric,65.22,First,2022,Not Available,Individual,124666.45,Metro
Rajasthan,39.63,KTM,250 Duke,128348,2021,464,Electric,98.91,First,2021,Expired,Individual,56661.23,Metro
Rajasthan,46.06,Honda,CBR 650R,347482,2021,463,Hybrid,60.52,Third,2023,Expired,Dealer,247940.74,Tier 3
Delhi,34.24,TVS,Apache RTR 160,222522,2016,169,Electric,68.0,First,2016,Not Available,Individual,129701.12,Tier 2
Tamil Nadu,14.44,Honda,Dio,98697,2017,412,Electric,83.28,First,2017,Not Available,Individual,44486.85,Tier 1
Punjab,60.24,Yamaha,FZ V3,286185,2022,829,Hybrid,95.91,Third,2022,Expired,Individual,170608.14,Tier 2
Uttar Pradesh,63.26,KTM,250 Duke,132330,2022,667,Electric,76.85,Second,2022,Active,Individual,92238.92,Tier 2
Rajasthan,37.08,Bajaj,Dominar 400,346932,2016,838,Electric,75.09,Third,2017,Expired,Dealer,239745.1,Tier 2
Madhya Pradesh,65.74,Hero,Passion Pro,362429,2016,981,Electric,75.27,First,2016,Not Available,Dealer,178888.24,Tier 2
Rajasthan,60.7,Royal Enfield,Hunter 350,370244,2015,876,Electric,96.2,First,2015,Active,Dealer,206655.54,Tier 2
Maharashtra,65.87,Hero,Xtreme 160R,203238,2020,922,Electric,62.21,Second,2022,Not Available,Dealer,97152.68,Tier 3
Maharashtra,79.28,Yamaha,R15 V4,108993,2022,119,Electric,90.19,First,2022,Active,Individual,66327.64,Tier 1
Tamil Nadu,11.69,Kawasaki,Z650,218144,2023,319,Hybrid,70.75,First,2023,Active,Individual,151384.1,Tier 2
Delhi,73.69,Hero,Xtreme 160R,153058,2023,661,Electric,91.47,First,2023,Active,Dealer,61607.42,Tier 3
Rajasthan,55.77,Royal Enfield,Interceptor 650,233042,2021,292,Electric,65.22,Third,2023,Not Available,Individual,163665.44,Metro
Rajasthan,18.7,Royal Enfield,Classic 350,347597,2018,1000,Hybrid,69.99,First,2018,Active,Dealer,155550.71,Tier 2
Karnataka,59.67,Bajaj,CT 100,228259,2020,880,Petrol,56.82,Second,2021,Expired,Individual,106903.99,Tier 3
Gujarat,53.35,Royal Enfield,Classic 350,312290,2022,531,Hybrid,64.52,First,2022,Not Available,Individual,210885.21,Metro
Gujarat,30.07,Honda,Shine,58725,2015,903,Electric,95.45,Third,2019,Expired,Individual,40507.88,Tier 2
Maharashtra,34.12,Bajaj,Avenger 220,116973,2017,701,Electric,74.0,First,2017,Expired,Individual,87893.72,Metro
Madhya Pradesh,60.36,Bajaj,Avenger 220,338124,2021,854,Hybrid,67.18,Second,2022,Not Available,Dealer,266201.55,Metro
Punjab,62.02,Honda,Dio,327874,2023,176,Hybrid,78.48,Second,2023,Active,Dealer,131663.19,Tier 2
Rajasthan,35.37,Kawasaki,Z650,108012,2015,748,Petrol,56.3,Second,2024,Expired,Individual,69418.31,Tier 2
Rajasthan,63.04,Honda,Dio,253319,2022,173,Petrol,26.89,Third,2023,Not Available,Dealer,140046.49,Tier 2
Gujarat,51.07,Royal Enfield,Classic 350,195294,2015,336,Electric,67.16,Second,2022,Active,Individual,107470.45,Tier 3
Rajasthan,76.21,Honda,CBR 650R,230294,2016,258,Petrol,49.04,Third,2020,Expired,Individual,102445.24,Tier 2
Punjab,45.71,TVS,Sport,281824,2020,933,Hybrid,71.34,First,2020,Expired,Dealer,175956.02,Tier 1
Gujarat,70.29,Hero,Xtreme 160R,149990,2020,121,Electric,92.83,Third,2021,Expired,Individual,107244.6,Metro
West Bengal,33.11,Bajaj,Avenger 220,250603,2021,503,Electric,64.6,Third,2023,Expired,Individual,193007.47,Metro
West Bengal,35.18,Hero,Passion Pro,139932,2024,330,Hybrid,71.72,First,2024,Not Available,Individual,58765.87,Tier 3
Madhya Pradesh,24.55,TVS,Ronin,264644,2019,319,Petrol,31.07,Third,2019,Expired,Individual,155547.53,Metro
Rajasthan,29.48,Hero,Passion Pro,329829,2016,115,Electric,99.21,Second,2017,Expired,Dealer,140912.8,Metro
Gujarat,32.72,Yamaha,Ray ZR,230101,2018,997,Electric,99.04,First,2018,Expired,Dealer,96313.3,Metro
Madhya Pradesh,33.14,Hero,Splendor Plus,123444,2017,731,Electric,98.27,Second,2018,Active,Dealer,91047.67,Tier 1
Punjab,57.5,Royal Enfield,Classic 350,50074,2022,378,Electric,69.7,Second,2023,Not Available,Dealer,21360.26,Tier 3
Madhya Pradesh,68.02,Yamaha,Ray ZR,55191,2021,325,Hybrid,94.68,Third,2022,Expired,Individual,26893.77,Tier 2
Tamil Nadu,27.99,Kawasaki,Vulcan S,164523,2017,183,Petrol,40.25,Third,2020,Not Available,Dealer,96811.28,Tier 1
Gujarat,72.84,KTM,Duke 200,55020,2018,951,Electric,86.22,Third,2023,Expired,Dealer,40277.24,Tier 1
Tamil Nadu,46.14,TVS,Jupiter,147730,2021,894,Hybrid,69.95,First,2021,Active,Individual,70198.01,Tier 1
West Bengal,53.9,Honda,Unicorn,347678,2023,180,Hybrid,77.01,First,2023,Expired,Dealer,189765.86,Tier 2
Uttar Pradesh,7.53,Honda,Shine,95453,2016,294,Hybrid,82.74,Third,2024,Expired,Individual,68691.42,Tier 1
Madhya Pradesh,47.76,TVS,NTorq 125,366633,2018,611,Electric,86.29,Third,2022,Not Available,Individual,213215.74,Metro
Tamil Nadu,52.25,TVS,Sport,339930,2018,599,Hybrid,98.64,First,2018,Not Available,Individual,208795.33,Tier 2
Tamil Nadu,22.7,Royal Enfield,Hunter 350,378224,2023,515,Petrol,39.57,Third,2024,Not Available,Dealer,168213.93,Tier 1
Karnataka,46.26,Honda,CBR 650R,382183,2021,118,Petrol,51.81,Third,2021,Active,Dealer,211052.44,Metro
Rajasthan,7.22,TVS,Sport,57393,2017,301,Electric,76.78,Second,2021,Active,Individual,23870.33,Tier 2
Tamil Nadu,65.99,Kawasaki,Z650,261464,2024,819,Electric,67.79,Second,2024,Expired,Dealer,126039.31,Tier 2
Maharashtra,12.41,Bajaj,CT 100,218135,2017,495,Petrol,58.84,First,2017,Expired,Dealer,144779.5,Tier 2
Rajasthan,76.93,Hero,Glamour,232644,2020,820,Hybrid,86.1,Second,2024,Not Available,Individual,100729.95,Metro
Delhi,7.47,Kawasaki,Ninja 400,328987,2024,271,Petrol,32.11,Third,2024,Expired,Individual,162784.55,Tier 1
Rajasthan,63.89,Royal Enfield,Himalayan,359878,2017,174,Hybrid,60.87,First,2017,Expired,Dealer,161340.16,Tier 3
Rajasthan,8.18,Royal Enfield,Interceptor 650,222887,2023,103,Petrol,42.12,First,2023,Not Available,Individual,137282.69,Tier 3
West Bengal,37.76,Hero,Xtreme 160R,163952,2016,227,Electric,96.12,First,2016,Not Available,Individual,120058.88,Tier 3
Punjab,18.13,KTM,390 Adventure,204721,2022,921,Hybrid,86.24,Third,2022,Not Available,Dealer,114843.62,Tier 3
West Bengal,44.56,Kawasaki,Ninja 300,354260,2018,951,Petrol,53.74,First,2018,Active,Dealer,214348.1,Metro
Tamil Nadu,27.86,Hero,Xtreme 160R,160545,2020,435,Hybrid,84.37,Second,2022,Active,Individual,96228.39,Tier 2
Madhya Pradesh,6.52,Kawasaki,Z650,61575,2023,211,Electric,66.23,Third,2023,Not Available,Individual,28786.06,Tier 1
Karnataka,69.15,Kawasaki,Z650,390640,2015,628,Electric,71.3,Third,2023,Not Available,Dealer,294864.49,Tier 3
Tamil Nadu,64.43,Bajaj,Avenger 220,206465,2017,751,Electric,88.04,Second,2018,Expired,Individual,108931.27,Tier 2
Tamil Nadu,40.26,TVS,Sport,260418,2017,236,Hybrid,97.73,Second,2022,Not Available,Individual,151691.23,Tier 3
Gujarat,44.19,Royal Enfield,Classic 350,201636,2019,203,Hybrid,95.32,Third,2023,Active,Individual,153627.48,Metro
Uttar Pradesh,43.06,TVS,Apache RTR 160,56090,2022,491,Hybrid,85.95,First,2022,Expired,Dealer,39218.96,Tier 1
Tamil Nadu,56.72,Honda,Shine,172833,2015,761,Electric,60.13,Second,2022,Active,Dealer,105912.21,Tier 2
Karnataka,30.46,Hero,HF Deluxe,356765,2022,537,Electric,93.46,First,2022,Not Available,Individual,226092.38,Tier 3
Karnataka,29.66,KTM,250 Duke,162227,2020,690,Hybrid,76.29,Second,2024,Active,Individual,72526.09,Metro
Rajasthan,27.36,Honda,CBR 650R,167067,2020,911,Electric,73.83,Third,2021,Expired,Dealer,100210.43,Tier 2
Punjab,53.21,Hero,Glamour,323121,2018,484,Electric,99.72,First,2018,Not Available,Dealer,135073.78,Tier 1
Delhi,53.5,Honda,Shine,181515,2018,317,Petrol,51.77,Second,2019,Active,Dealer,109900.66,Tier 3
Delhi,34.05,Hero,HF Deluxe,209798,2021,343,Petrol,40.28,Third,2022,Not Available,Dealer,108434.39,Tier 1
Delhi,54.87,Hero,HF Deluxe,149728,2023,644,Electric,80.9,First,2023,Not Available,Dealer,74701.67,Metro
Maharashtra,78.64,Yamaha,R15 V4,222985,2019,189,Electric,83.47,Third,2024,Expired,Individual,111949.62,Tier 1
Maharashtra,22.07,TVS,Apache RTR 160,209473,2023,502,Hybrid,97.4,Second,2024,Expired,Dealer,148933.22,Tier 3
Maharashtra,41.72,Royal Enfield,Classic 350,361027,2016,567,Petrol,26.14,First,2016,Not Available,Dealer,242545.43,Tier 1
Delhi,47.49,Kawasaki,Vulcan S,363447,2021,380,Petrol,59.72,First,2021,Active,Individual,269149.56,Tier 2
Uttar Pradesh,47.96,KTM,RC 390,54699,2021,501,Petrol,35.71,Second,2024,Not Available,Individual,38361.68,Tier 3
Delhi,42.08,TVS,Jupiter,159013,2020,873,Electric,81.91,Third,2022,Not Available,Individual,79585.27,Tier 2
Tamil Nadu,34.26,Royal Enfield,Classic 350,173583,2018,401,Electric,92.28,Second,2022,Not Available,Dealer,96795.69,Tier 3
Maharashtra,50.06,KTM,125 Duke,198063,2024,741,Electric,77.44,First,2024,Expired,Individual,105793.81,Metro
West Bengal,40.54,TVS,Ronin,362011,2023,889,Electric,89.41,First,2023,Active,Individual,281966.68,Tier 3
Rajasthan,79.42,Yamaha,MT-15,328197,2023,286,Electric,92.52,Second,2023,Active,Dealer,236564.02,Tier 1
Rajasthan,32.66,Yamaha,R15 V4,105484,2024,268,Hybrid,70.93,Third,2024,Active,Individual,63332.74,Metro
Maharashtra,10.72,TVS,Jupiter,171945,2015,403,Electric,95.85,First,2015,Active,Individual,128007.09,Tier 3
Gujarat,35.74,Yamaha,Fascino 125,255418,2023,623,Petrol,46.29,First,2023,Active,Individual,154299.34,Tier 2
Punjab,64.72,Honda,Shine,240593,2019,358,Petrol,41.44,Second,2022,Expired,Dealer,140392.64,Tier 3
Punjab,73.45,Kawasaki,Ninja 400,130712,2017,648,Hybrid,82.14,Second,2019,Not Available,Dealer,97534.24,Metro
Punjab,42.18,KTM,250 Duke,103552,2018,580,Hybrid,90.41,Third,2022,Active,Dealer,42920.79,Metro
Karnataka,54.84,Royal Enfield,Himalayan,156623,2022,519,Electric,80.11,Second,2022,Expired,Individual,85731.86,Tier 3
Punjab,15.58,Honda,CBR 650R,271375,2022,336,Hybrid,82.92,Second,2022,Not Available,Dealer,137974.23,Tier 1
Karnataka,33.44,Yamaha,Ray ZR,152292,2024,117,Petrol,30.53,Third,2024,Active,Dealer,110686.93,Metro
Punjab,59.47,KTM,250 Duke,131849,2016,386,Petrol,39.26,Second,2021,Expired,Dealer,72486.41,Tier 3
Gujarat,49.46,Kawasaki,Ninja 400,209473,2023,246,Hybrid,63.09,First,2023,Not Available,Dealer,86434.47,Tier 2
Maharashtra,36.06,KTM,Duke 200,110805,2020,495,Petrol,40.17,First,2020,Active,Dealer,65940.99,Tier 1
Delhi,20.66,KTM,125 Duke,271569,2015,670,Hybrid,88.96,Third,2016,Not Available,Individual,122079.4,Tier 2
Madhya Pradesh,41.32,Royal Enfield,Himalayan,385666,2019,784,Electric,95.04,Second,2024,Not Available,Individual,201479.45,Metro
Maharashtra,57.0,Kawasaki,Ninja 400,275434,2019,615,Petrol,56.24,Third,2024,Active,Individual,172761.43,Metro
Gujarat,70.73,Kawasaki,Z650,170476,2024,499,Electric,73.85,First,2024,Active,Dealer,69028.2,Tier 3
Maharashtra,52.94,Yamaha,R15 V4,292630,2018,194,Electric,76.8,Second,2021,Active,Dealer,158106.42,Tier 1
Rajasthan,15.12,Kawasaki,Versys 650,142557,2023,215,Petrol,39.9,Second,2023,Active,Dealer,74995.88,Metro
Uttar Pradesh,52.55,Kawasaki,Vulcan S,371448,2017,199,Hybrid,82.74,First,2017,Active,Individual,251991.9,Tier 3
Uttar Pradesh,79.07,Honda,Dio,322611,2017,312,Electric,86.57,First,2017,Not Available,Dealer,231075.66,Tier 3
